gid,ws_cnt,found_age_1,found_age_2,found_age_3,found_age_4,found_age_5,found_age_6,runout_cnt,smbiz_yn_cnt,rpr_per_gender_m,rpr_per_gender_f,rpr_per_age_bin_10,rpr_per_age_bin_20,rpr_per_age_bin_30to50,rpr_per_age_bin_50over,sme_loan_cnt,sme_loan_y_1,sme_loan_y_2,sme_loan_y_3,sme_loan_y_4,sme_loan_y_5,sme_loan_y_6,sales_est_amt_201703,sales_est_amt_201706,sales_est_amt_201709,sales_est_amt_201712,sales_est_amt_201803,sales_est_amt_201806,sales_est_amt_201809,sales_est_amt_201812,sales_est_amt_201903,sales_est_amt_201906,sales_est_amt_201909,sales_est_amt_201912,sales_est_amt_202003,sales_est_amt_202006,sales_est_amt_202009,age10_ratio,age20_ratio,age30_ratio,age40_ratio,age50_ratio,age60_ratio,age70_ratio,indcd_a_yn,indcd_b_yn,indcd_c_yn,indcd_d_yn,indcd_e_yn,indcd_f_yn,indcd_g_yn,indcd_h_yn,indcd_i_yn,indcd_j_yn,indcd_k_yn,indcd_l_yn,indcd_m_yn,indcd_n_yn,indcd_o_yn,indcd_p_yn,indcd_q_yn,indcd_r_yn,indcd_s_yn,indcd_t_yn,indcd_u_yn
다사61ba15bb,7,0,1,3,0,0,3,0,6,4,3,0,0,5,2,1,0,1,0,0,0,0,4809,4454,4356,4218,4022,3430,3245,2900,2951,3575,3377,3216,2897,2244,2038,0.08,6.55,46.16,26.98,7.9,3.69,0.92,,,,,,,Y,,Y,Y,,,,,,,Y,,Y,,
다사61ba16aa,30,0,5,6,3,1,15,0,20,17,13,0,1,28,1,11,1,0,2,5,1,2,7218,11310,11840,16220,14159,18864,15910,17663,14532,20225,15315,18105,13702,14825,12798,0.8,9.5,19.41,42.09,17.35,5.13,1.23,,,,,,,Y,,Y,,,,,,,Y,Y,,Y,,
다사61ba16ab,4,0,0,1,0,0,2,1,3,2,2,0,0,4,0,1,0,0,0,0,0,1,4123,3715,3786,3627,3491,3125,3000,3068,3691,3876,4421,4808,4343,4050,3321,0.42,6.05,10.56,60.23,16.16,1.56,0.4,,,,,,,,,Y,,,,,,,Y,,Y,,,
다사61ba19aa,44,1,6,7,6,5,18,1,30,22,22,0,4,32,8,13,0,0,1,1,3,8,15317,29072,17668,19738,14904,23084,17692,26610,24248,24829,17539,27566,19973,18401,15707,0.11,7.96,24.81,23.54,13,2.06,2.94,,,Y,,,,Y,,Y,Y,,,,Y,,,Y,Y,Y,,
다사61ba22aa,26,3,7,6,2,1,7,0,20,12,14,0,4,21,1,14,1,2,0,6,3,2,3047,2818,4024,3808,4470,7341,7719,7713,8395,8054,8189,9713,7932,9628,9210,1.04,12.41,30.54,25.5,14.39,2.62,1.05,,,,,,,Y,,Y,Y,,Y,Y,,,,Y,Y,Y,,
다사61ba22ab,5,1,0,0,0,0,4,0,3,4,1,0,0,5,0,2,0,0,0,1,0,1,9526,11974,6988,3755,6222,8815,5910,4515,6177,11750,8909,10277,8975,28806,25867,0.05,3.12,14,18.85,17.2,10.8,17.83,,,,,,,Y,,Y,,,Y,,,,,Y,,,,
다사61ba22ba,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170,722,870,688,1151,1031,620,698,491,508,0,10,22,17.6,20.3,5,7.6,,,,,,,Y,,,,,,,,,,,,,,
다사61ba24aa,5,0,0,0,1,1,3,0,4,1,4,0,0,3,2,0,0,0,0,0,0,0,836,720,1278,1963,1923,1754,1546,1542,1554,1819,1798,1785,1682,1647,1876,0.75,1.94,62.17,11.62,5.04,2.85,1.58,,,Y,,,,Y,,,,,,,,,Y,,,,,
다사61ba24ab,33,0,6,5,1,2,17,2,25,15,18,0,0,28,5,20,1,3,1,9,2,4,9436,12003,10733,11601,11028,11958,14974,12930,13582,16090,16061,17322,15568,16349,15831,0.73,1.93,14.09,36.16,18.36,11.62,10.65,,,Y,,,,Y,,Y,,,,Y,,,Y,Y,Y,Y,,
다사61ba24ba,8,2,1,2,0,1,2,0,5,4,4,0,2,5,1,2,0,1,0,1,0,0,749,659,655,970,1063,1610,1758,1791,1536,1489,2721,3344,2958,2969,2594,0.26,1.44,8.01,48.77,16.49,8.19,8.38,,,,,,,Y,,,,,,,,,Y,,,Y,,
다사61ba24bb,2,0,0,1,0,0,1,0,2,1,1,0,0,2,0,2,0,0,0,1,1,0,29,6,43,14,14,29,0,149,172,10,61,3,14,55,29,0,3.63,32.06,22.56,24.19,6.81,1.94,,,,,,,Y,,,,,,,,,,,,,,
다사61ba25ab,6,0,0,0,2,1,2,1,5,3,3,0,0,5,1,2,0,0,0,1,1,0,3199,5030,3196,890,1406,1824,3119,1875,3555,6225,12344,4784,1779,292,12503,1.27,4.32,17.74,29.39,6.45,3.44,3.06,,,,,,,Y,,Y,,,,,,,Y,,,Y,,
다사61ba25ba,37,2,11,5,3,5,11,0,25,15,22,1,0,34,2,18,1,0,1,2,7,7,18722,20824,22972,20645,22669,23022,24380,25147,23769,27181,28514,29348,34735,36144,34047,1.96,3.86,15.46,44.15,16.18,7.55,4.36,,,Y,,,,Y,,Y,,,Y,,,,Y,Y,Y,Y,,
다사61ba25bb,5,0,0,1,3,0,1,0,4,2,3,0,0,5,0,2,0,0,0,1,1,0,2190,2680,3201,3469,3508,4460,4767,4617,5302,4772,5026,4445,4134,4209,4006,0.58,4.07,30.72,43.77,6.95,2.77,4.67,,,,,,,Y,,,,,,,,,Y,,Y,,,
다사61ba26aa,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,25,0,0,4.67,29.67,16.33,49.33,0,,,,,,,,,Y,,,,,,,,,,,,
다사61ba27aa,9,0,2,1,4,0,2,0,6,4,5,0,0,9,0,6,0,1,2,0,0,3,3313,2817,4349,3439,2942,5035,5168,4820,4266,3965,3803,1330,4333,3915,3540,0.01,3.75,19.74,29.65,19.31,7.78,3.15,,,,,,,Y,,Y,,,,,,,Y,,Y,,,
다사61ba27ab,3,0,0,0,0,0,3,0,2,2,1,0,0,2,1,0,0,0,0,0,0,0,1269,495,942,1195,731,1422,1525,1169,2156,1350,967,940,845,823,1250,0,0.91,20.51,34.42,25.6,7.98,6.04,,,,,,,Y,,,,,,,,,Y,,,Y,,
다사61ba28ab,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사61ba28bb,4,1,0,1,0,1,1,0,1,0,4,0,0,3,1,1,0,0,0,0,0,1,2437,1821,2618,1727,1556,4203,4669,3681,3094,4217,4426,3607,3047,3428,3591,0.4,5.88,12.64,41.05,12.26,11.29,2.36,,,,,,,Y,,Y,,,,,,,Y,,,,,
다사61ba29aa,2,0,0,0,0,0,2,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,267,241,421,213,58,163,342,226,138,177,206,291,242,196,126,0,0.18,1.32,2.77,57.55,31,4.14,,,Y,,,,,,,,,,Y,,,,,,,,
다사61bb14ba,20,2,6,3,2,1,5,1,11,7,13,0,0,20,0,6,1,0,0,1,1,3,7143,5153,5307,7245,5970,6464,7524,7725,8823,8888,12499,10559,7425,6381,5404,0.08,6.75,35.14,23.38,10.35,3.27,1.75,,,,,,,Y,,Y,,,,,,,Y,Y,Y,Y,,
다사61bb14bb,12,2,2,0,1,3,4,0,7,9,3,0,0,9,3,6,1,1,0,1,1,2,760,1183,726,683,940,796,474,641,401,864,493,891,589,5612,12157,1.29,5.95,29.18,27.18,14.13,1.55,2.05,,,,,,,Y,,Y,,,,Y,,,,,,Y,,
다사61bb15aa,8,0,0,2,1,2,3,0,6,4,4,0,0,8,0,3,0,1,0,1,1,0,1981,2145,2115,1799,2076,2073,2336,2593,2289,2129,1864,2407,2215,1869,1863,0.11,8.9,31.49,28.32,16.15,3.48,0.62,,,,,,,Y,Y,Y,,,,,,,,,,Y,,
다사61bb15ab,12,0,2,3,1,0,5,1,10,1,11,0,0,11,1,2,0,0,1,0,0,1,1339,1387,1322,1204,1188,1967,2208,2486,2034,1685,1705,1968,2287,2550,2542,1.07,8.71,27.72,28.17,13.13,9.33,5.89,,,Y,,,,Y,,Y,,,,,,,,Y,,Y,,
다사61bb15bb,4,0,1,0,0,0,2,1,3,2,2,0,0,2,2,1,0,1,0,0,0,0,911,591,691,602,910,824,963,857,853,414,296,515,444,373,97,0,0,78.14,11.19,5.9,0,4.76,,,,,,,Y,,,,,,,,,Y,,,Y,,
다사61bb16aa,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,414,91,58,140,72,109,81,86,72,276,373,791,0,0,9.08,71.33,19.58,0,0,,,,,,,,,,,,,,,,Y,,,,,
다사61bb16ab,6,0,2,0,2,0,2,0,5,2,4,0,0,5,1,4,1,1,0,1,1,0,174,255,193,267,183,392,276,260,708,205,483,486,412,534,443,0.35,6.54,18.83,52.13,13.75,2.9,2.88,,,,,,,Y,,,,,,,,,Y,,,Y,,
다사61bb18bb,10,0,0,0,0,2,8,0,7,8,2,0,0,9,1,4,0,0,0,0,2,2,3856,4632,5370,6306,5854,5641,5754,5843,4771,5538,4886,5069,3305,4330,6674,0.03,2.46,16.04,23.36,19.01,6.44,1.17,,,,,,,Y,,,Y,,,,,,,,,Y,,
다사61bb19ab,19,1,1,3,3,2,7,2,12,12,7,0,0,16,3,3,0,0,0,2,1,0,2892,3726,4158,3963,4910,5742,7576,8528,8598,7985,7504,8004,7157,8018,6770,0.26,6.77,24.6,32.9,13.33,5.82,1.26,,,Y,,,,Y,,Y,,,,,,,,,Y,Y,,
다사61bb19ba,47,2,2,10,14,3,15,1,38,21,26,0,2,41,4,7,0,1,2,3,1,0,6497,7095,8517,10406,12089,14280,13927,13901,15679,14820,14921,15718,15730,16421,14848,0.43,5.58,27.99,33.52,14.6,3.69,1.61,,,Y,,,,Y,Y,Y,,,,,Y,,Y,,,Y,,
다사61bb19bb,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,10,0,0,6,23,8,19,10,53,19,0,11.11,0,0,0,0,0,,,,,,,Y,,,,,,,,,,,,,,
다사61bb20aa,9,0,1,0,1,2,5,0,9,2,7,0,1,7,1,1,0,0,0,1,0,0,970,1000,905,866,1165,1207,1289,1116,1187,1283,971,1029,1151,822,802,0.03,1.13,44.26,33.43,15.77,1.8,0.2,,,,,,,Y,,,,,,,Y,,Y,,,Y,,
다사61bb21bb,25,2,7,3,3,0,9,1,15,14,11,0,1,23,1,12,2,1,2,3,2,2,4954,7680,6741,7134,7494,7571,7626,9126,10138,9527,11028,13533,13641,13511,10929,0.85,8.69,22.09,30.38,17.64,6.72,3.49,,,,,,,Y,Y,Y,,,,Y,,,Y,Y,,,,
다사61bb22aa,253,11,41,33,33,31,87,17,156,138,115,0,6,224,23,118,11,11,14,25,16,41,105097,114761,122800,129452,144805,152496,166956,167603,171760,175144,175294,184086,159796,160485,151762,1.21,9.12,25.2,35.01,15.16,4.19,1.64,,,Y,,,,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,
다사61bb22ab,36,2,6,5,5,5,13,0,26,14,22,0,4,29,3,14,0,0,2,4,3,5,12621,11685,14373,16417,19115,19227,22841,27664,26712,26052,28302,27603,35322,36200,34314,0.32,6.74,23.83,40.52,15.12,3.89,2.69,,,Y,,,,Y,,Y,,,,Y,,,Y,Y,Y,Y,,
다사61bb22ba,4,0,0,0,0,0,4,0,0,4,0,0,0,4,0,3,0,0,1,1,0,1,1774,1770,1153,1330,1425,1634,1793,1747,1776,2127,1815,1500,2401,2239,1735,0.08,3.73,22.55,25.92,22.8,5.43,8.06,,,,,,,,,,,,,Y,,,,Y,,Y,,
다사61bb24aa,14,1,6,3,1,2,1,0,9,2,12,0,2,12,0,6,1,0,1,0,1,3,61355,62670,67352,68108,71200,72201,71078,70155,71765,72703,73971,72901,83644,77613,75790,1,3.53,14.8,47.22,14.75,8,5.6,,,,,,,Y,,Y,,,,,,,Y,,,,,
다사61bb24ab,17,0,2,1,0,1,13,0,11,5,12,0,0,14,3,7,0,0,0,1,1,5,17488,17689,16694,15612,17241,19299,17038,19446,18259,18836,17696,18132,17786,16797,17610,0.87,3.05,11.81,31.78,22.69,13.06,10.23,,,Y,,,,Y,,Y,,,,,,,Y,Y,,Y,,
다사61bb24bb,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,0,0,0,0,28.67,19.67,18.33,33.33,,,,,,,Y,,,,,,,,,,,,,,
다사61bb25aa,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,2,0,0,0,12.33,0,0,28.33,0,0,0,,,,,,,,,,Y,,,,,,,,,,,
다사61bb25ab,16,1,1,5,3,5,0,1,12,11,5,0,0,15,1,8,2,0,0,4,1,1,1453,1318,6048,10007,9710,11586,12825,12078,13636,13284,12877,11910,9994,9150,7481,3.08,5.27,21.32,27.12,16.78,6.95,4.94,,,,,,,Y,,Y,Y,,,,,,,,Y,Y,,
다사61bb25ba,33,1,5,5,2,7,12,1,23,12,21,0,2,30,1,11,1,1,1,3,1,4,13256,15334,17138,16775,14709,19130,19105,17018,17003,19611,18297,18488,18606,20297,18469,1.18,5.55,18.23,38.25,19.76,7.32,4.29,,,Y,,,,Y,,Y,,,,Y,,,Y,Y,,Y,,
다사61bb25bb,6,1,1,1,2,0,1,0,5,1,5,0,1,5,0,2,2,0,0,0,0,0,0,0,7,240,48,34,36,42,77,456,506,421,358,746,1087,0.65,10.19,19.1,31.35,14.74,6.52,2.32,,,,,,,,,Y,,,,Y,,,,,,Y,,
다사61bb26bb,2,0,0,0,2,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,298,1009,792,980,1023,1162,1021,1130,1005,1077,763,700,882,1060,0,3.46,18.81,24.58,27.88,13.27,5.85,,,Y,,,,,,Y,,,,,,,,,,,,
다사61bb27aa,4,0,0,2,0,0,2,0,2,2,2,0,0,3,1,1,0,0,0,0,0,1,3792,4321,4357,4897,4062,3420,3130,3203,3534,2935,2853,2518,2898,1982,2472,0.2,1.33,31.85,29.55,9.08,1.08,1.98,,,,,,,Y,,,,,,,Y,,Y,,Y,,,
다사61bb28aa,2,0,1,0,0,0,1,0,2,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,520,0,0,74,95,179,0,87,160,0,6.17,24.83,34.83,11,10.17,1,,,,,,,Y,,Y,,,,,,,,,,,,
다사61bb28ab,2,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,48,127,46,11,96,77,73,47,26,30,80,118,51,36,101,0.26,5,34.58,22.21,19.58,4.74,0.21,,,,,,,,,Y,,,,,Y,,,,,,,
다사61bb28ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,194,110,79,158,235,195,61,52,106,168,87,179,71,133,140,0,4.8,8.93,33.2,27.47,9.27,0.07,,,,,,,,,Y,,,,,,,,,,,,
다사62aa14ba,2,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,939,1541,1247,1.33,9.33,20.17,20.83,12,4.83,0.83,,,,,,,Y,,Y,,,,,,,,,,,,
다사62aa14bb,4,0,1,1,0,1,0,1,4,3,1,0,0,4,0,1,0,0,0,1,0,0,697,829,879,900,716,849,475,850,789,678,805,998,819,915,457,0.06,5.79,20.44,20.59,16.65,12.76,0.24,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사62aa15aa,24,1,3,3,3,2,12,0,20,12,12,0,0,21,3,5,3,0,0,1,1,0,5149,5161,5006,5528,5336,5672,6788,6587,6533,6217,6249,6466,5197,6083,5772,0.25,8.71,35.13,27.37,12.27,3.72,0.86,,,,,,,Y,,Y,,,,Y,,,,,,Y,,
다사62aa15ab,60,2,16,7,8,7,18,2,38,29,31,0,3,55,2,22,1,3,2,6,2,8,14918,17538,17879,21138,19400,20677,18884,23269,18746,21831,20209,25058,19047,19807,21016,1.26,5.62,35.34,40.52,10.04,2.16,1.04,,,Y,,,,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,
다사62aa15ba,9,0,1,1,2,2,3,0,9,3,6,0,1,8,0,1,0,0,0,1,0,0,560,560,525,760,685,772,605,384,678,465,468,752,413,480,378,0.3,3.87,30.27,50.56,6.82,1.65,0.13,,,Y,,,,Y,,,,,,,,,Y,Y,,Y,,
다사62aa15bb,40,1,7,7,4,7,9,5,34,15,25,0,1,36,3,15,0,0,6,4,4,1,6578,10611,9912,9726,9550,12112,11684,12161,12633,13637,12052,14234,11181,13136,10525,0.98,13.25,30.14,30.23,13.81,3.76,0.86,,,Y,,,,Y,,Y,,,,Y,,,Y,,,Y,,
다사62aa16aa,10,0,1,4,0,2,3,0,9,3,7,0,1,5,4,0,0,0,0,0,0,0,1269,2614,2817,1699,1682,5898,6542,3492,3714,6511,5264,4473,3606,6379,11206,1.49,21.44,20.62,22.99,13.91,6.06,2.94,Y,,,,,,Y,,Y,,,,,,,Y,,,Y,,
다사62aa16ab,22,0,1,1,2,5,11,2,15,12,10,0,0,20,2,7,0,0,0,2,2,3,10870,14418,13118,15037,11710,14317,11812,12968,10681,12053,9513,10439,7704,9366,8131,1.32,23.87,14.93,33.49,15.76,5.21,0.95,,,Y,,,,Y,,Y,,,,Y,,,Y,Y,,Y,,
다사62aa16ba,7,0,0,2,1,1,3,0,4,5,2,0,1,5,1,0,0,0,0,0,0,0,4247,6302,5692,6062,6704,8168,6364,7626,7179,7992,7313,8189,5937,6321,6016,0.71,17.89,10.56,29.25,19.57,5.75,2.61,,,,,,,Y,Y,Y,,,,,,,,,Y,,,
다사62aa18bb,5,0,0,0,0,0,5,0,1,4,1,0,0,3,2,2,0,0,0,0,0,2,3851,5201,5535,4305,4745,5630,6403,3829,3714,4642,4773,4647,3148,4731,3946,0.03,4.19,13.35,25.96,18.99,7.92,1.67,,,,,,,Y,,,,,,,,,,,,Y,,
다사62aa19aa,2,0,0,0,0,1,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,120,257,245,168,112,208,138,118,95,135,126,89,31,0,0,0.04,31.29,21.79,23.21,17.96,5.08,0,,,,,,,Y,,Y,,,,,,,,,,,,
다사62aa19ab,55,1,7,5,6,7,25,4,46,22,33,0,2,48,5,20,3,6,1,8,2,0,4754,5129,4909,5565,5917,6465,5745,7165,7397,7009,8226,10122,9235,10479,9269,0.12,5.01,26.39,32.26,14.1,4.41,3.34,,,Y,,,,Y,,Y,,,,Y,Y,,Y,,,Y,,
다사62aa19ba,169,13,21,20,17,11,76,11,124,80,89,0,8,146,15,59,3,7,9,16,9,15,40662,46470,52050,51454,50025,56101,58802,60355,57390,60963,59370,58808,53611,55909,53755,0.3,5.57,27.94,37.05,15.51,3.48,1.21,,,Y,,,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,,
다사62aa19bb,187,6,20,29,21,13,86,12,119,93,94,0,9,164,14,69,2,5,6,19,15,22,72385,74899,73905,81428,88182,98546,88327,101818,102479,103467,90336,100976,84392,83694,82182,0.46,5.63,27.44,41.6,14.38,3.83,1.65,,,Y,,,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,,
다사62aa20aa,5,1,1,0,0,2,1,0,5,0,5,0,0,4,1,0,0,0,0,0,0,0,683,830,872,705,696,937,832,925,963,965,1137,927,955,871,838,0.24,2.3,27.84,46.76,9,12.7,0.16,,,,,,,Y,,,,,,,Y,,Y,,,,,
다사62aa22aa,19,0,2,3,2,1,11,0,13,8,11,0,0,17,2,5,1,0,0,1,1,2,13071,14189,14670,14118,13979,13681,16329,15415,13897,15073,13461,12264,11141,9327,9762,0.68,3.77,26.91,39.58,16.6,4.28,2.03,,,,,,,Y,,Y,,,,,,,Y,,,Y,,
다사62aa22ab,7,0,0,2,3,0,2,0,3,4,3,0,0,7,0,4,0,0,0,1,1,2,3155,6416,25611,23429,23574,25357,28930,28444,27964,25957,26567,26802,27126,24599,23283,1.55,2.85,11.39,38.83,21.83,5.14,3.35,,,,,,,Y,,Y,,,,,,,Y,,,,,
다사62aa22ba,3,0,1,0,0,0,2,0,2,0,3,0,0,1,2,1,0,0,0,0,1,0,494,726,734,590,591,589,525,477,396,174,227,226,514,361,618,0,2.78,44.22,17.09,7.97,8.22,5.09,,,,,,,,,Y,,,,,Y,,,Y,,,,
다사62aa23ab,2,0,0,2,0,0,0,0,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,69,2,156,243,20,71,17,0,3.9,0,11.6,23.7,46.3,0,0,,,,,,,,,,,,,,Y,,Y,,,,,
다사62aa24aa,34,1,6,2,1,0,24,0,26,11,23,0,1,28,5,13,0,0,1,4,3,5,8986,10329,10142,10315,10387,11608,13307,12969,12209,14480,18992,15281,12304,16066,16058,0.57,3.02,12.42,24.86,24.55,12.28,15.28,,,Y,,,,Y,,Y,,,,Y,,,Y,Y,Y,Y,,
다사62aa24ab,2,0,0,0,2,0,0,0,2,0,2,0,0,1,1,1,1,0,0,0,0,0,101,130,0,49,0,1,232,72,116,145,0,0,0,43,0,0,0,1.56,64.78,1.56,5.56,24.89,,,,,,,Y,,,Y,,,,,,,,,,,
다사62aa24ba,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,58,116,184,58,58,348,58,87,116,371,58,87,58,487,348,0,0,2.93,12,67,0,10.6,,,,,,,,,,,,,,Y,,,,,,,
다사62aa25aa,9,0,2,1,0,0,6,0,9,6,3,0,0,6,3,4,1,0,0,3,0,0,2058,2728,2911,2130,2104,2636,2951,2664,3415,3003,3489,3438,2781,3223,3235,0.09,2.05,11.41,26.14,25.3,8.19,11.59,,,Y,,,,Y,,Y,,,,,,,,,Y,Y,,
다사62aa25ab,13,1,1,0,1,1,8,1,10,2,11,0,0,10,3,4,0,0,1,1,1,1,2466,3298,3014,2504,3183,3151,2642,2197,2480,2774,2821,3884,2682,2631,2024,2.62,5.15,15.74,35.67,16.61,5.6,8.46,,,Y,,,,Y,,Y,,,,,,,Y,,Y,Y,,
다사62aa25ba,18,0,3,3,3,0,8,1,16,7,11,0,0,16,2,7,0,1,1,2,0,3,5842,7014,7840,5676,6486,8472,8186,7700,9430,9705,8826,11633,9748,11108,8327,3.24,5.84,11.29,39.47,22.89,6.7,7.62,,,Y,,,,Y,,Y,,,,,,,Y,Y,Y,Y,,
다사62aa26ba,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,4,0,39,0,0,0,4,14,21,0,16,0,0,0,0,1,22.86,26.71,14.29,0,,,,,,,Y,,,,,,,,,,,,,,
다사62aa26bb,2,1,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,5218,4852,4925,4839,4950,4581,5081,4066,4171,3653,2490,2918,0.07,3.64,66.07,26.5,1.07,0.79,0.36,,,,,,,,,Y,,,,,,,Y,,,,,
다사62aa28ab,2,0,0,0,1,0,1,0,1,2,0,0,1,1,0,2,0,0,0,0,0,2,495,1342,3113,2047,700,1739,1137,1438,968,1503,2043,1541,837,2260,2065,0,1.5,7.1,28.07,29.93,12.4,8.33,,,,,,,Y,,Y,,,,,,,,,,,,
다사62ab14aa,4,1,0,0,1,0,2,0,1,1,3,0,0,3,1,1,0,0,0,0,1,0,2814,2558,3012,3108,3140,3123,3034,3678,3353,3266,3485,3574,3502,3422,3112,0.04,7.04,27.38,25.23,8.63,2.6,3.08,,,,,,,,,Y,,,,,,,,,,Y,,
다사62ab14ab,3,0,0,0,0,0,2,1,1,2,1,0,0,2,1,0,0,0,0,0,0,0,3100,2197,2398,2207,2068,2522,2125,2581,2300,2504,2693,2860,2937,2747,2577,0.62,17.42,38.4,28.13,5.07,0.36,1.44,,,,,,,Y,,Y,,,,,,,,,,,,
다사62ab15aa,4,0,0,1,0,1,1,1,2,1,3,0,0,4,0,2,0,0,0,1,0,1,333,1643,865,1387,991,763,107,710,1072,2602,1877,1510,1197,1393,1022,2.11,21.14,29.64,29.08,10,3.72,0.08,,,,,,,Y,,,,,,Y,,,Y,,,Y,,
다사62ab15ab,12,1,1,4,3,1,2,0,10,5,7,0,2,10,0,3,0,0,0,1,1,1,398,318,894,1543,1352,1575,1673,1470,1331,1526,1770,1952,1887,1823,2394,0.43,13.37,35.92,27.47,13.94,3.23,0.11,,,,,,,Y,,Y,,,,,Y,,,,,Y,,
다사62ab15ba,9,0,4,1,0,2,2,0,9,3,6,0,0,8,1,4,2,1,0,0,1,0,432,545,976,809,795,1247,1332,1479,1597,2082,1535,1681,877,888,865,0.09,2.64,32.16,54.09,7.27,2.83,0.2,,,Y,,,,Y,,,,,,,,,Y,,,Y,,
다사62ab15bb,10,0,0,3,0,2,5,0,10,6,4,0,1,9,0,0,0,0,0,0,0,0,1043,1323,1743,1459,1450,1733,1888,2664,3130,3249,2720,2638,2232,2807,2067,0.67,13.26,30.14,26.65,19.35,1.43,0.95,,,,,,,Y,,Y,,,,,,,Y,,Y,Y,,
다사62ab16aa,6,0,0,2,1,0,3,0,2,6,0,0,0,4,2,2,0,0,0,1,1,0,185,527,1107,1285,1825,1613,1195,2633,3686,5648,4467,4180,3425,4055,4496,0.24,18.39,24.07,17.51,14.05,4.49,3.58,,,,,,,Y,,Y,,,,,,,,,,Y,,
다사62ab16ab,8,1,2,2,0,0,2,1,6,4,4,0,1,6,1,0,0,0,0,0,0,0,1215,1751,1745,3253,2311,3759,1444,3081,3022,3111,2749,6079,816,1467,951,12.65,69.32,2.17,3.87,2.11,0.05,0.75,,,,,,,,Y,Y,,,,,,,,,,,,
다사62ab16ba,13,0,2,1,0,3,6,1,12,6,7,0,2,10,1,8,0,0,4,3,1,0,4936,11304,5234,7840,4838,11014,5165,9422,5940,11550,5887,9263,2796,3623,2821,7.94,54.98,8.03,7.61,7.96,2.38,1.29,,,,,,,,,Y,Y,,,,,,,,Y,,,
다사62ab18ba,81,2,5,5,4,7,54,4,37,38,43,0,1,72,8,41,0,0,0,7,13,21,56851,69414,56195,85785,54706,58827,45120,67458,41816,55666,39494,59130,30332,47498,28085,0.19,5.45,16.88,28.68,30.23,8.85,1.87,,,Y,,,,Y,,Y,,,,,,,,,Y,Y,,
다사62ab18bb,5,0,0,0,1,0,4,0,4,4,1,0,0,3,2,0,0,0,0,0,0,0,20968,22231,23878,23773,23806,26798,33123,31046,22052,26099,36229,34037,28366,19086,22124,0.7,5.51,29.87,20.85,25.38,4.64,3.04,,,,,,,Y,,Y,,,,Y,,,,,,Y,,
다사62ab19ab,2,0,0,0,0,0,2,0,2,1,1,0,0,2,0,1,0,0,0,1,0,0,4,19,14,13,37,100,54,10,16,171,77,30,44,44,19,0,3.33,19.25,40.96,25.88,4.46,6.13,,,,,,,,,,,,,,,,,,,Y,,
다사62ab19ba,5,0,1,1,0,2,1,0,5,2,3,0,0,4,1,3,0,1,0,0,2,0,246,203,405,188,195,634,384,817,563,495,250,475,517,370,576,0.02,2.38,34.12,27.18,18.44,6.22,2.24,,,,,,,Y,,Y,,,,Y,,,Y,,,,,
다사62ab19bb,8,0,1,0,1,2,4,0,7,2,6,0,1,7,0,1,0,0,0,0,0,1,2214,2813,3397,2564,2660,2496,2508,2062,2402,2348,3126,3545,2548,2771,2420,0.06,2.33,25.56,48.05,14.16,4.99,1.23,,,Y,,,,Y,,Y,,,,,,,,Y,,Y,,
